ISO,scenario,diff_Y0,diff_Y1,diff_Y2,diff_Y3,diff_Y4,diff_Y5,diff_Y6,diff_Y7,diff_Y8,diff_Y9,diff_Y10,total_person_years_saved,emissions_factor_Y0,total_emissions,emissions_factor_Y1,emissions_Y1,emissions_factor_Y2,emissions_Y2,emissions_factor_Y3,emissions_Y3,emissions_factor_Y4,emissions_Y4,emissions_factor_Y5,emissions_Y5,emissions_factor_Y6,emissions_Y6,emissions_factor_Y7,emissions_Y7,emissions_factor_Y8,emissions_Y8,emissions_factor_Y9,emissions_Y9,emissions_factor_Y10,emissions_Y10
AUT,max_uptake,0.0,1270.0419,2858.4515,4021.0305999999996,5771.5587,7456.730600000001,9317.8745,10826.9987,11958.9372,13853.1992,15271.386300000002,82606.2092,6.440718279858617,495686.3035929594,6.3763110970600305,8098.182260701205,6.31254798608943,18044.112259659312,6.249422506228536,25129.11912987363,6.18692828116625,35708.219747441115,6.125058998354588,45672.914859836004,6.063808408371042,56501.80574124611,6.003170324287331,64996.317296937515,5.943138621044458,71073.62153996527,5.883707234834013,81508.16835863676,5.824870162485673,88953.84239866248
QAT,mod_uptake,0.0,143.64359999999996,266.19050000000004,489.55820000000006,702.5679,862.6001,1129.3276,1481.6131,1755.7475,1966.6261,2184.9294999999993,10982.804099999998,48.157514668497974,491697.40901567996,47.67593952181299,6848.343586295495,47.19918012659486,12563.973357488352,46.72718832532891,22875.67820760904,46.25991644207562,32500.73234888454,45.79731727765486,39504.77046343681,45.339344104878315,51202.97266353638,44.88595066382953,66503.61250948353,44.43709115719124,78020.31170651062,43.992720245619324,86517.23184503337,43.55279304316313,95159.78232740186
HRV,max_uptake,0.0,1864.3763000000004,4020.4394999999995,6507.6902,8017.730799999999,10264.1397,12298.683299999999,14415.385799999998,16387.170400000003,18166.7956,20266.504200000003,112208.91579999999,4.52277724146472,473191.1911750793,4.477549469050072,8347.83711217454,4.432773974359572,17821.699581087207,4.388446234615976,28558.648554237287,4.344561772269816,34833.52673403028,4.301116154547118,44147.2570761984,4.258104993001647,52369.08476707596,4.21552394307163,60768.40398851477,4.1733687036409135,68389.70408859076,4.131635016604505,75058.56884045665,4.09031866643846,82896.46043271346
KWT,mod_uptake,0.0,423.5491,758.523,1041.9136999999998,1202.2301,1788.9546000000003,2113.3033000000005,2452.6934,2876.9553,3415.7342,4084.546,20158.4027,23.000997234939486,431833.75096740585,22.77098726259009,9644.631161181496,22.54327738996419,17099.594395667806,22.317844616064548,23253.26805994889,22.094666169903903,26562.872718910185,21.873719508204864,39131.09113331284,21.654982313122815,45763.54558376409,21.438432489991587,52581.90187454793,21.22404816509167,61060.637856015754,21.011807683440754,71770.75010815135,20.801689606606345,84965.45807590552
BEL,mod_uptake,0.0,1152.5919000000001,2295.4384,3413.4485999999997,4797.5581999999995,5250.989299999999,7101.912600000001,8084.5918,9478.573800000002,10575.1021,11540.377000000002,63690.58370000001,7.152207908378277,424629.9758847753,7.080685829294494,8161.141133289618,7.009878971001549,16090.745369389442,6.939780181291534,23688.582944137328,6.8703823794786185,32961.05932180316,6.801678555683832,35715.541317935254,6.733661770126994,47821.877369403206,6.666325152425724,53894.51766343476,6.5996619009014665,62555.38238274285,6.533665281892452,69094.17744323796,6.468328629073527,74646.95093940168
PRT,max_uptake,0.0,2141.9320000000002,4488.2523,6700.7525,8702.1653,11872.036100000001,14538.9615,16256.6062,18864.4494,21684.791600000004,23846.2275,129096.17440000002,3.419427587407808,411335.25810821593,3.38523331153373,7250.939557440066,3.3513809784183923,15041.8433845626,3.3178671686342085,22232.206724893593,3.2846884969478665,28583.90225944888,3.2518416119783877,38605.98100888961,3.2193231958586037,46805.6160006452,3.1871299639000177,51811.916731342804,3.1552586642610176,59522.21741586356,3.1237060776184076,67736.9153128086,3.0924690168422235,73743.71971232099
ISR,max_uptake,0.0,1188.023,2251.9215999999997,3809.3834,4787.3999,6195.4109,6597.4812999999995,7871.7542,9531.885199999999,11087.3514,12702.718,66023.3289,6.219413138389684,382683.6255248816,6.1572190070057875,7314.917796360036,6.095646816935729,13726.918733028813,6.034690348766372,22988.449238730827,5.974343445278708,28601.571212492945,5.914600010825922,36643.37737621103,5.855454010717662,38631.24833871977,5.7968994706104855,45631.76775475587,5.738930475904381,54702.82646710191,5.681541171145337,62993.24345805589,5.6247257594338835,71449.30514942447
GRC,mod_uptake,0.0,1117.504,2553.3643999999995,3563.9932999999996,5059.504000000001,6166.7059,7981.053899999999,10237.519799999998,12458.374500000002,14302.4809,16775.451399999998,80215.9521,4.965985583899728,370365.96903193695,4.916325728060731,5494.013666410779,4.867162470780124,12427.639381906005,4.818490846072322,17173.069091513087,4.770305937611599,24135.381972569638,4.722602878235483,29122.903032571732,4.675376849453128,37314.4346382976,4.628623080958597,47385.62043805063,4.582336850149011,57088.46856430677,4.536513481647521,64883.39742385617,4.491148346831046,75341.04082245454
OMN,max_uptake,0.0,431.6584,743.2836,1302.5958,1574.4415000000001,1727.7522000000001,2100.8701,2476.2821,3002.1225999999997,3705.6475000000005,4374.1242999999995,21438.7781,18.437163874612345,368235.3022335305,18.25279223586622,7878.971092066435,18.070264313507558,13431.331111895426,17.889561670372483,23302.867895668183,17.71066605366876,27884.407627537326,17.533559393132073,30293.645815314605,17.35822379920075,36467.373368849265,17.184641561208743,42554.02029293726,17.012795145596655,51074.496795766005,16.842667194140688,62412.987581299465,16.67424052219928,72935.20065219655
NZL,max_uptake,0.0,756.5618999999999,1708.2376,2562.6818,3772.4443999999994,4831.919900000001,6098.222100000001,7124.724,8233.6982,9587.5871,10825.8298,55501.906800000004,6.8246139180171586,352542.4092473915,6.756367778836987,5111.61044385569,6.688804101048617,11426.066664445447,6.621916060038131,16969.863768187424,6.555696899437749,24731.002056381298,6.490139930443372,31359.836283693952,6.425238531138938,39182.53160836302,6.360986145827549,45320.27065684504,6.297376284369273,51850.695777333975,6.23440252152558,59772.87719158613,6.172058496310324,66817.6547966995
SVK,mod_uptake,0.0,1087.0491,2311.3223000000003,3300.9443,4262.5959,5303.583700000001,6663.9157000000005,7321.202499999999,8283.173699999998,9642.7769,10553.3403,58729.9044,6.424040952763539,351888.5952589956,6.359800543235903,6913.4154567041,6.296202537803544,14552.553330941926,6.233240512425509,20575.57974002006,6.170908107301253,26304.08759745908,6.10919902622824,32400.648375559973,6.048107035965958,40304.075432254016,5.9876259656062985,43836.62218846174,5.9277497059502355,49100.58046450971,5.868472208890733,56588.36825418354,5.8097874868018256,61312.664418901426
LTU,max_uptake,0.0,1495.1707000000001,2939.7081,4196.0572,5417.9134,7221.7273000000005,8683.2216,9911.9599,11069.2401,12826.564,13999.1492,77760.7115,4.567024831234318,331158.1607814323,4.521354582921974,6760.196896695657,4.476141037092755,13158.548063483971,4.431379626721827,18594.322388639437,4.387065830454609,23768.742749502155,4.343195172150063,31365.37114394431,4.299763220428562,37335.79687051086,4.256765588224276,42192.88981417894,4.214197932342033,46647.968742017525,4.172055953018613,53513.14269297423,4.130335393488426,57821.18141948519
IRL,max_uptake,0.0,741.4250000000001,1541.6885,2524.4051,3748.1416,5035.5042,6313.334399999999,7701.258599999999,9072.897500000001,10135.8696,11195.179,58009.70349999999,6.1200165799984925,330245.55548578425,6.058816414198508,4492.157959897129,5.998228250056522,9247.399513487264,5.938245967555957,14990.538405552694,5.878863507880398,22034.812874608448,5.8200748728015945,29307.011466306896,5.761874124073579,36376.63811598359,5.704255382832843,43929.94582363772,5.6472128290045145,51236.58315824299,5.590740700714469,56667.018709854485,5.534833293707324,61963.449458213065
FIN,max_uptake,0.0,1237.1921,2284.9503999999997,3140.69,4321.3656,5157.523,6343.535399999999,7429.2861,8759.369299999998,10195.6945,11359.7326,60229.33900000001,5.778906576412124,324396.5148761775,5.7211175106480034,7078.121387345375,5.663906335541523,12941.745046958136,5.607267272186108,17610.688249082188,5.551194599464247,23988.741381030577,5.495682653469604,28344.109685970514,5.440725826934908,34513.43688485585,5.386318568665558,40016.50167235893,5.332455382978902,46708.94597528513,5.279130829149113,53824.40515953605,5.226339520857622,59369.81943375471
AUT,mod_uptake,0.0,889.0030999999999,2042.7825000000005,3103.1569,3732.0559000000003,4432.5787,5218.4177,5934.714300000001,6316.5463,7106.8362,8287.9196,47064.0112,6.440718279858617,283097.725023938,6.3763110970600305,5668.560331850767,6.31254798608943,12895.162556393734,6.249422506228536,19392.938571218372,6.18692828116625,23089.962194603366,6.125058998354588,27149.80605234988,6.063808408371042,31643.48512765227,6.003170324287331,35627.10076888366,5.943138621044458,37540.11026714547,5.883707234834013,41814.54356672026,5.824870162485673,48276.05558712019
TTO,max_uptake,0.0,300.963,513.1134999999999,795.2446000000001,1014.1024,1265.0649,1581.1055000000001,1915.154,2232.5404,2561.5420999999997,2961.4592000000002,15140.2896,19.902011685472136,280651.88450444344,19.702991568617414,5929.871451465803,19.50596165293124,10008.772254601332,19.310902036401927,15356.890565577638,19.117793016037908,19387.399780267282,18.92661508587753,23943.39642095415,18.737348935018755,29625.725456577296,18.54997544566857,35526.05967467394,18.364475691211883,40999.43390544845,18.180830934299763,46570.96385119117,17.999022624956766,53303.37114368637
SGP,max_uptake,0.0,325.6366,872.4448,1460.3631,2231.769,2562.3772,3189.9868,4038.2969000000003,4751.732399999999,5516.156300000001,5868.7321999999995,30817.495300000002,9.643746975149588,276521.49967318535,9.547309505398092,3108.953406485516,9.45183641034411,8246.205526655385,9.35731804624067,13665.081989693968,9.263744865778262,20674.538615353085,9.17110741712048,23499.836544380407,9.079396342949275,28963.15448597646,8.988602379519783,36298.645124547365,8.898716355724584,42284.318825906426,8.809729192167339,48595.843184667785,8.721631900245665,51184.92196951892
NOR,max_uptake,0.0,329.7087,998.9675,1497.9457,2112.1017,2632.7079,3495.5346,4522.9589000000005,5263.227199999999,6534.579600000001,7518.734399999999,34906.4662,7.983413272787817,258854.62958937814,7.9035791400599384,2605.8788036162805,7.824543348659339,7816.464507651848,7.746297915172746,11603.53365295198,7.668834936021018,16197.359305389386,7.592146586660808,19987.904296659945,7.5162251207942,26273.224971125306,7.441062869586258,33655.62153145471,7.366652240890395,38772.36444719527,7.292985718481491,47656.5956990805,7.220055861296676,54285.682374252945
ISR,mod_uptake,0.0,909.6055,1399.0769999999998,2025.1181000000001,2952.9474,3665.4528,4352.7731,5192.417199999999,5915.2813,6807.603499999999,7756.541799999999,40976.8177,6.219413138389684,237512.36068115558,6.1572190070057875,5600.640273477003,6.095646816935729,8528.279261697988,6.034690348766372,12220.960653182094,5.974343445278708,17641.921943442805,5.914600010825922,21679.687170561905,5.855454010717662,25487.462706138955,5.7968994706104855,30099.920517868773,5.738930475904381,33947.38812611728,5.681541171145337,38677.67956208309,5.6247257594338835,43628.42046658566
BHR,max_uptake,0.0,163.4532,305.19559999999996,504.6829000000001,707.8934999999999,853.0658999999999,1100.1813,1314.6259000000002,1482.3169,1721.4428,1982.8933999999997,10135.7514,23.731261798068434,223944.0420276486,23.49394918008775,3840.1611741227193,23.259009688286874,7098.547417222524,23.026419591404004,11621.04021600659,22.796155395489965,16137.250229457273,22.568193841535066,19252.156590803566,22.342511903119714,24580.813790839722,22.119086784088516,29078.324370710478,21.89789591624763,32459.621191094848,21.678916957085153,37319.01550757215,21.4621277875143,42557.1115398187
HRV,mod_uptake,0.0,828.0009999999999,1760.3340999999996,2855.2907999999998,3575.6053,4484.284799999999,5277.4225,6405.359,7593.9601999999995,8631.995,9853.9681,51266.220799999996,4.52277724146472,215999.0183008971,4.477549469050072,3707.4154379229285,4.432773974359572,7803.163184657678,4.388446234615976,12530.290159993636,4.344561772269816,15534.438099105348,4.301116154547118,19287.429794870088,4.258104993001647,22471.81909742923,4.21552394307163,27001.944228469354,4.1733687036409135,31692.39583537469,4.131635016604505,35664.252805155,4.09031866643846,40305.869657919124
PRI,max_uptake,0.0,800.0144,1870.1043000000002,2723.0731,3491.9140999999995,4492.419,5579.4345,6818.2212,8066.2764,9015.0729,10500.276,53356.8059,4.3121713269775315,214213.22264832957,4.2690496137077565,3415.3011652806426,4.226359117570679,7903.7323591131335,4.184095526394972,11393.59797575649,4.142254571131023,14464.39714272187,4.100832025419712,18422.655706804,4.059823705165515,22651.520444518304,4.01922546811386,27403.968294273844,3.9790332134327215,32095.981704328522,3.9392428812983944,35512.56174571107,3.8998504524854103,40949.50610982169
PRT,mod_uptake,0.0,1016.4636,1937.3006,3551.9744000000005,4538.0034,5733.7069,6665.900500000001,7819.1756,9221.8611,10862.805400000001,12071.6114,63418.8029,3.419427587407808,202010.68189089058,3.38523331153373,3440.9664386814966,3.3513809784183923,6492.632380318539,3.3178671686342085,11784.979245589193,3.2846884969478665,14905.927567090306,3.2518416119783877,18645.106688307606,3.2193231958586037,21459.688100935466,3.1871299639000177,24920.728847755898,3.1552586642610176,29097.35713638664,3.1237060776184076,33932.21124796606,3.0924690168422235,37331.08423785937
OMN,mod_uptake,0.0,164.8236,467.92840000000007,556.7238,810.8302,1037.2199,1181.507,1436.2694999999999,1631.2086,1961.9821,2346.6775000000002,11595.1706,18.437163874612345,199086.25900129514,18.25279223586622,3008.4909263675195,18.070264313507558,8455.58986779669,17.889561670372483,9959.544753464115,17.71066605366876,14360.342898429451,17.533559393132073,18186.15672038851,17.35822379920075,20508.862926322283,17.184641561208743,24681.7765427965,17.012795145596655,27751.417751535515,16.842667194140688,33045.01155116125,16.67424052219928,39129.065063033304
EST,max_uptake,0.0,440.5567000000001,850.5252,1276.0057,1765.9851999999998,2275.0662,2765.5894,3343.0847000000003,3760.0769999999998,4293.0423,4752.246300000001,25522.178700000004,8.345994923687465,198440.61957012166,8.26253497445059,3640.115141978537,8.179909624706085,6957.219269535068,8.098110528459024,10333.235193543727,8.017129423174435,14158.131907810588,7.93695812894269,18057.105169972758,7.857588547653263,21730.863596951258,7.77901266217673,26005.898212029297,7.701222535554963,28957.189727821897,7.6242103101994125,32731.0573657822,7.547968207097418,35869.803984696344
SWE,max_uptake,0.0,1003.0055,1969.7555,2565.0424,3683.3372000000004,4977.9865,6191.3845,7809.0524000000005,9253.603,10716.540700000001,12088.829900000002,60258.5376,3.3589670779049703,188282.18754239654,3.3253774071259206,3335.3718289230374,3.2921236330546613,6484.6786328894,3.2592023967241146,8359.992337778975,3.2266103727568733,11884.69401588126,3.1943442690293047,15901.402647580248,3.1624008263390118,19579.63945898255,3.1307768180756215,24448.400225057798,3.099469049894865,28681.25609851427,3.0684743593959163,32883.43035937277,3.037789615801957,36723.32193741622
DNK,max_uptake,0.0,818.3705000000001,1442.0985,2387.764,3082.4191,3852.4571000000005,4519.2028,5296.9684,6146.7989,7207.4112,8100.6152,42854.10570000001,4.501953269506799,179803.38797836995,4.456933736811731,3647.4230906614853,4.4123643994436135,6363.064081891036,4.368240755449177,10430.328019194349,4.324558347894685,13330.101250615022,4.2813127644157385,16493.57375659404,4.238499636771581,19154.63942629711,4.196114640403866,22226.68665299664,4.154153493999827,25534.74612734929,4.112611959059828,29641.285494981745,4.07148583946923,32981.54007778921
FIN,mod_uptake,0.0,317.0563,1064.1853999999998,1692.4008999999999,2492.2437999999997,3160.9100999999996,3483.124,4219.2449,5031.134300000001,5526.1824,6363.1542,33349.6363,5.778906576412124,179472.05927035696,5.7211175106480034,1813.9163497912666,5.663906335541523,6027.446429250789,5.607267272186108,9489.744177988312,5.551194599464247,13834.93032310825,5.495682653469604,17371.35880574687,5.440725826934908,18950.722705216824,5.386318568665558,22726.197150617456,5.332455382978902,26828.299180524795,5.279130829149113,29173.439875341235,5.226339520857622,33256.00427277116
IRL,mod_uptake,0.0,469.8836,1031.72,1536.3482,2056.6862,2655.8485,3137.6351000000004,3827.6642999999995,4592.5497,5303.9121,5745.904399999999,30358.1521,6.1200165799984925,173010.0175813312,6.058816414198508,2846.938468442686,5.998228250056522,6188.492050148316,5.938245967555957,9123.213503411853,5.878863507880398,12090.977448341207,5.8200748728015945,15457.237120817806,5.761874124073579,18078.658493475017,5.704255382832843,21833.9746869521,5.6472128290045145,25935.105583680834,5.590740700714469,29652.797250481948,5.534833293707324,31802.622975579405
NOR,mod_uptake,0.0,531.0461000000001,907.8061,1261.3495,1664.4202,2046.5407999999995,2361.667,2900.1806,3236.0903999999996,3697.1951,4446.9902999999995,23053.286099999998,7.983413272787817,171614.43263968607,7.9035791400599384,4197.164878370185,7.824543348659339,7103.168181627375,7.746297915172746,9770.789002154186,7.668834936021018,12764.16377797909,7.592146586660808,15537.637749182077,7.5162251207942,17750.820832350673,7.441062869586258,21580.426177754394,7.366652240890395,23839.15259688389,7.292985718481491,26963.591062739746,7.220055861296676,32107.518380644462
LTU,mod_uptake,0.0,870.8421000000001,1672.909,2222.0128999999997,2871.0764,3812.5423,4364.8959,4964.6498,5817.76,6434.054,7220.448399999999,40251.190800000004,4.567024831234318,171511.03004050007,4.521354582921974,3937.3859198363966,4.476141037092755,7488.176626221803,4.431379626721827,9846.582695373083,4.387065830454609,12595.601171064629,4.343195172150063,16558.615310977897,4.299763220428562,18768.01885181943,4.256765588224276,21133.350426224537,4.214197932342033,24517.19216286219,4.172055953018613,26843.233292743218,4.130335393488426,29822.873583376877
CHE,max_uptake,0.0,1048.4353,1603.799,2385.7485,3211.9733,4081.024,4569.9426,5683.1385,6952.202800000001,7667.666399999999,8759.7881,45963.7185,3.850285994982275,164917.61159748014,3.8117831350324525,3996.40799471269,3.7736653036821277,6052.200640380092,3.7359286506453064,8912.986174384065,3.6985693641388533,11879.706045811974,3.661583670497465,14943.010837308246,3.6249678337924904,16565.894927278023,3.5887181554545653,20395.182314912825,3.5528309739000195,24700.001444674446,3.5173026641610194,26969.50345661793,3.4821296375194093,30502.717761399836
NZL,mod_uptake,0.0,435.0313,872.0421999999999,1282.7026,1843.9608,2182.1658,2640.5681000000004,3039.9913,3679.7564000000007,4439.8922,5327.9285,25744.0392,6.8246139180171586,163557.9039633277,6.756367778836987,2939.2314581055666,6.688804101048617,5832.919443647457,6.621916060038131,8493.948947192666,6.555696899437749,12088.448099244752,6.490139930443372,14162.561393427906,6.425238531138938,16966.27990021634,6.360986145827549,19337.34254273628,6.297376284369273,23172.810685616056,6.23440252152558,27680.075126981756,6.172058496310324,32884.28636615892
LVA,max_uptake,0.0,1011.4517,1785.1397999999997,2660.7241999999997,3725.0356999999995,4398.8843,5318.496800000001,6186.1029,6894.658,7632.9993,8494.890300000003,48108.383,3.4893698617003426,156619.75138752165,3.454476163083339,3494.0357877601205,3.4199314014525055,6105.055658002644,3.3857320874379804,9008.499299762749,3.3518747665636006,12485.853167378576,3.3183560188979646,14597.064193340759,3.2851724587089848,17472.17920909187,3.252320734121895,20119.190725081582,3.2197975267806758,22199.4027763986,3.187599551512869,24330.945145378042,3.15572355599774,26807.525425326716
SVN,max_uptake,0.0,389.10200000000003,926.3358000000001,1487.8835000000004,2057.6167,2462.5124,3043.3399000000004,3551.8807,4172.664900000001,4689.6867,5381.3285,28162.351100000003,5.695223821612375,149398.18139324308,5.638271583396251,2193.8627496426484,5.581888867562288,5170.703489644407,5.526069978886665,8222.148341430819,5.470809279097798,11256.82853518659,5.41610118630682,13337.216330935255,5.361940174443752,16318.20647429763,5.3083207726993145,18854.52210195978,5.2552375649723215,21928.34532852148,5.202685189322598,24398.963536653173,5.150658337429372,27717.384504971298
SGP,mod_uptake,0.0,215.14139999999998,356.78600000000006,683.5613000000001,930.1469000000001,1283.2453999999998,1853.6824000000001,2253.9480000000003,2428.2842000000005,2896.0745,3428.279000000001,16329.149100000002,9.643746975149588,146320.62134338234,9.547309505398092,2054.0215332246526,9.45183641034411,3372.2829055010343,9.35731804624067,6396.300488201733,9.263744865778262,8616.643569294567,9.17110741712048,11768.781405925734,9.079396342949275,16830.317203549435,8.988602379519783,20259.84235611386,8.898716355724584,21608.612326887593,8.809729192167339,25513.63206534143,8.721631900245665,29900.187489342316
TTO,mod_uptake,0.0,98.9505,229.373,355.86940000000004,500.09229999999997,613.5283999999999,780.8956000000001,976.1507000000001,1163.551,1255.6003999999998,1427.0441,7401.0554,19.902011685472136,137089.34442837856,19.702991568617414,1949.6208672104774,19.50596165293124,4474.140942217798,19.310902036401927,6872.159121153133,19.117793016037908,9560.661080314334,18.92661508587753,11612.015871054302,18.737348935018755,14631.913339020832,18.54997544566857,18107.571516272186,18.364475691211883,21368.004054985275,18.180830934299763,22827.858593439152,17.999022624956766,25685.399042711066
PAN,max_uptake,0.0,709.615,1396.2125,2240.8206,3020.4046999999996,3864.1796000000004,4617.350999999999,5630.4706,6512.1148,7467.517699999999,8342.999399999999,43801.6859,3.301479178399191,134675.56731723808,3.2684643866151992,2319.3513557079445,3.235779742749047,4517.836124073005,3.2034219453215567,7178.293885568618,3.171387725868341,9578.874392735048,3.139673848609658,12132.263636450929,3.108277110123561,14352.00642270613,3.0771943390223253,17326.052256351635,3.046422395632102,19838.65236964727,3.015958171675781,22521.72102944853,2.9857985899590234,24910.515844548976
PRI,mod_uptake,0.0,665.4705000000001,1152.1873,1795.2792000000002,2252.2776000000003,3005.7007,3587.3504999999996,4377.7989,4963.632799999999,5558.8803,6142.430399999999,33501.008200000004,4.3121713269775315,134639.65525110273,4.2690496137077565,2840.9265809589083,4.226359117570679,4869.557300504143,4.184095526394972,7511.619669349945,4.142254571131023,9329.50718405601,4.100832025419712,12325.873689386446,4.059823705165515,14564.010598637362,4.01922546811386,17595.36083316084,3.9790332134327215,19750.459770484056,3.9392428812983944,21897.77964976488,3.8998504524854103,23954.559974800137
BHR,mod_uptake,0.0,91.4077,172.21450000000002,230.5431,335.171,419.3361,628.0346999999999,743.5745,877.1276,1062.4058,1216.7685999999999,5776.5836,23.731261798068434,127398.47816683631,23.49394918008775,2147.527858468707,23.259009688286874,4005.53872396348,23.026419591404004,5308.582154503013,22.796155395489965,7640.610200061767,22.568193841535066,9463.658389553333,22.342511903119714,14031.872760322218,22.119086784088516,16447.188895935225,21.89789591624763,19207.248890068087,21.678916957085153,23031.807112925617,21.4621277875143,26114.443181034872
URY,max_uptake,0.0,950.4303,1634.9409,2269.1038,3464.8786,4296.6053,5237.3755,6355.212799999999,7535.020200000001,8479.069500000001,9484.025799999998,49706.66269999999,2.6024466357209284,120466.30732338382,2.576422169363719,2448.7096953550104,2.5506579476700817,4170.175000555876,2.525151368193381,5729.830565142799,2.499899854511447,8661.849508039826,2.4749008559663324,10633.67213471948,2.450151847406669,12832.365256887426,2.425650328932602,15415.524018756681,2.401393825643276,18094.550984377365,2.3773798873868435,20157.969293055223,2.353606088512975,22321.66086649413
EST,mod_uptake,0.0,246.31159999999994,413.5603,857.1274999999999,1116.8029,1371.5781000000002,1638.4148,1898.8262,2092.1731,2443.4444,2719.4697,14797.7086,8.345994923687465,115111.94653021649,8.26253497445059,2035.1582096128834,8.179909624706085,3382.8858783663354,8.098110528459024,6941.113231981762,8.017129423174435,8953.553389476536,7.93695812894269,10886.157950274772,7.857588547653263,12873.989368785611,7.77901266217673,14770.993053072923,7.701222535554963,16112.290626001886,7.6242103101994125,18629.333986879017,7.547968207097418,20526.470835764754
SWE,mod_uptake,0.0,711.6447999999999,1396.6173,2141.3254,2425.5762000000004,2806.7238000000007,3471.3983,4126.4241999999995,4769.5264,5392.6103,5791.9160999999995,33033.7628,3.3589670779049703,103556.94320621327,3.3253774071259206,2366.487539818644,3.2921236330546613,4597.836819662992,3.2592023967241146,6979.012875846224,3.2266103727568733,7826.389326832202,3.1943442690293047,8965.642085278154,3.1624008263390118,10977.95285247184,3.1307768180756215,12918.913226906241,3.099469049894865,14782.999459456476,3.0684743593959163,16547.086435764322,3.037789615801957,17594.622584176166
SVN,mod_uptake,0.0,355.0659999999999,569.2281,808.4368999999999,1115.0607000000002,1434.447,1851.6093999999998,2108.8917,2436.659,2833.6879,3114.9823,16628.069,5.695223821612375,88231.30991863087,5.638271583396251,2001.9585380301728,5.581888867562288,3177.367994493633,5.526069978886665,4467.4788829142,5.470809279097798,6100.284424317288,5.41610118630682,7769.110098394259,5.361940174443752,9928.218829237689,5.3083207726993145,11194.673618483172,5.2552375649723215,12805.221909827893,5.202685189322598,14742.786068492655,5.150658337429372,16044.209554439924
DNK,mod_uptake,0.0,400.1112,774.1336,1063.6671,1495.3513000000003,1853.8854999999999,2022.2219,2539.7031,2932.8554,3411.9653,3969.7039999999993,20463.5984,4.501953269506799,85855.46679730361,4.456933736811731,1783.2691057562258,4.4123643994436135,3415.7595370531226,4.368240755449177,4646.353976450435,4.324558347894685,6466.7339474501705,4.2813127644157385,7937.063654915253,4.238499636771581,8571.186788621537,4.196114640403866,10656.885360189084,4.154153493999827,12183.53150730626,4.112611959059828,14032.089296677153,4.07148583946923,16162.593622884358
CHE,mod_uptake,0.0,636.1510000000001,963.1954,1314.1945000000003,1719.7962,2061.0443999999998,2252.8812000000003,2728.9185,3418.2066999999997,3736.7975999999994,4055.889899999999,22887.075399999994,3.850285994982275,82247.69012617377,3.8117831350324525,2424.8696531340297,3.7736653036821277,3634.7770616462285,3.7359286506453064,4909.736885070484,3.6985693641388533,6360.785537882416,3.661583670497465,7546.686519210244,3.6249678337924904,8166.621883355828,3.5887181554545653,9793.31936570584,3.5528309739000195,12144.310638952571,3.5173026641610194,13143.448153910502,3.4821296375194093,14123.134427305631
BRN,max_uptake,0.0,58.95900000000002,128.6397,181.5697,244.82309999999998,319.87399999999997,385.80219999999997,465.3295999999999,567.6251,666.023,750.6453,3769.2907000000005,21.170326114666338,74265.68548520688,20.958622853519675,1235.699444820667,20.749036624984477,2669.1498467270158,20.54154625873463,3729.7223917345696,20.336130796147284,4978.754583518245,20.13276948818581,6439.949507263947,19.931441793303954,7689.59409302861,19.732127375370915,9181.942938730395,19.534806101617207,11088.446266911076,19.339458040601034,12880.523862575223,19.146063460195023,14371.902549897131
LVA,mod_uptake,0.0,349.4694,836.2116,1272.7067000000002,1713.9065999999998,2123.2252,2528.2682,2862.7105,3147.8184,3652.0685,4159.149,22645.5341,3.4893698617003426,73684.52539767745,3.454476163083339,1207.2337120270367,3.4199314014525055,2859.7863090988417,3.3857320874379804,4309.043912087304,3.3518747665636006,5744.800284786814,3.3183560188979646,7045.617121895834,3.2851724587089848,8305.797058869739,3.252320734121895,9310.452714938458,3.2197975267806758,10135.337899074704,3.187599551512869,11641.331912694275,3.15572355599774,13125.124472204445
URY,mod_uptake,0.0,603.3806,1021.8530000000001,1526.5148,2083.1688,2598.8941000000004,3117.4836,3654.0341,4090.5163999999995,4695.886,5125.0767000000005,28516.808100000006,2.6024466357209284,69206.33487881653,2.576422169363719,1554.5631544039823,2.5506579476700817,2606.397475800516,2.525151368193381,3854.680935787445,2.499899854511447,5207.7133800427855,2.4749008559663324,6432.005232655852,2.450151847406669,7638.308201799992,2.425650328932602,8863.409016595944,2.401393825643276,9822.94082665256,2.3773798873868435,11163.904929861455,2.353606088512975,12062.411725215987
PAN,mod_uptake,0.0,342.2396,684.3208,1144.1509,1571.9549999999997,2158.4089,2461.4829,2751.1143999999995,3115.0945999999994,3515.3422999999993,3967.3164999999995,21711.4259,3.301479178399191,66814.39811305405,3.2684643866151992,1118.597944289431,3.235779742749047,2214.311382181822,3.2034219453215567,3665.19810181941,3.171387725868341,4985.278792617367,3.139673848609658,6776.699977936338,3.108277110123561,7650.970955030562,3.0771943390223253,8465.7136576828,3.046422395632102,9489.893953952622,3.015958171675781,10602.125335922534,2.9857985899590234,11845.608011621167
