ISO,scenario,diff_Y0,diff_Y1,diff_Y2,diff_Y3,diff_Y4,diff_Y5,diff_Y6,diff_Y7,diff_Y8,diff_Y9,diff_Y10,total_person_years_saved,emissions_factor_Y0,total_emissions,emissions_factor_Y1,emissions_Y1,emissions_factor_Y2,emissions_Y2,emissions_factor_Y3,emissions_Y3,emissions_factor_Y4,emissions_Y4,emissions_factor_Y5,emissions_Y5,emissions_factor_Y6,emissions_Y6,emissions_factor_Y7,emissions_Y7,emissions_factor_Y8,emissions_Y8,emissions_factor_Y9,emissions_Y9,emissions_factor_Y10,emissions_Y10,oecd_nonfood_ghg_t_per_capita,food_add_back_t_per_capita
HRV,mod_uptake,0.0,969.8726859429642,1935.1309034653304,2905.319342724353,3893.392424697253,4907.071512414571,5937.204325387946,6946.782077525525,7933.096430656036,8910.690301564513,9880.38143886662,54218.94144324512,10.930522233784968,592641.344937676,10.930522233784968,10601.214957640315,10.930522233784968,21151.991365612186,10.930522233784968,31756.657671894074,10.930522233784968,42556.81246300329,10.930522233784968,53636.8542692203,10.930522233784968,64896.743885177224,10.930522233784968,75931.95595165169,10.930522233784968,86712.88691804597,10.930522233784968,97398.49845962299,10.930522233784968,107997.7289958079,4.92957944749294,6.000942786292028
HUN,max_uptake,0.0,5735.771919909845,11425.396165822118,17048.096032183712,22617.77101478777,28209.830255472203,33776.26113376389,39185.88117299821,44383.24509508444,49410.12475208572,54288.0555710132,306080.4331131211,8.739019544485428,2674842.8871601303,8.739019544485428,50125.02291080284,8.739019544485428,99846.76039660836,8.739019544485428,148983.64442151794,8.739019544485428,197657.14295092633,8.739019544485428,246526.25794918794,8.739019544485428,295171.40618760616,8.739019544485428,342446.18143871496,8.739019544485428,387866.04633363,8.739019544485428,431796.04590394034,8.739019544485428,474424.3786671954,4.42261967055872,4.316399873926708
HUN,mod_uptake,0.0,3017.445146336216,6005.426763863128,8964.351260483656,11916.061138019297,14878.356677452362,17820.315966554765,20684.741571188053,23441.44693671913,26136.16523718863,28743.794363723035,161608.10506152827,8.71925098603825,1409101.6294095034,8.71925098603825,26309.861567508386,8.71925098603825,52362.82323239408,8.71925098603825,78162.42856716535,8.71925098603825,103899.12782736683,8.71925098603825,129728.1261305053,8.71925098603825,155379.80756289582,8.71925098603825,180355.45334052783,8.71925098603825,204391.85931715163,8.71925098603825,227887.7845156156,8.71925098603825,250624.35734837278,4.42261967055872,4.29663131547953
IRL,max_uptake,0.0,896.9760281479247,1830.6035914221416,2789.6480768254414,3784.0099064714905,4844.778837487417,5960.0766270292615,7100.975290012084,8269.054777497378,9476.973852690033,10741.485093524843,55694.58208110802,15.146609783098478,843584.1018152918,15.146609783098478,13586.145883150171,15.146609783098478,27727.43826680982,15.146609783098478,42253.71085184609,15.146609783098478,57314.92146870263,15.146609783098478,73381.97453683539,15.146609783098478,90274.95494697799,15.146609783098478,107555.70179723759,15.146609783098478,125248.14598981901,15.146609783098478,143544.02487132332,15.146609783098478,162697.08320258986,7.471992991019304,7.674616792079174
IRL,mod_uptake,0.0,468.944648931758,954.1832297137696,1455.221339681353,1977.4809467349407,2535.2127025809345,3119.7368652720256,3711.925960550109,4317.4934229672135,4945.079796130458,5606.17210917323,29091.4510217358,15.17790268613167,441547.21260627155,15.17790268613167,7117.596246668403,15.17790268613167,14482.500205334416,15.17790268613167,22087.207880465732,15.17790268613167,30014.013373222457,15.17790268613167,38479.2116884183,15.17790268613167,47351.062547436275,15.17790268613167,56339.25100735538,15.17790268613167,65530.49502180989,15.17790268613167,75055.93992082393,15.17790268613167,85089.93471473681,7.471992991019304,7.705909695112365
ISL,max_uptake,0.0,51.51023441415381,105.89454180607147,162.01764672550564,221.44951759522888,284.45627978805766,349.443792571749,417.0941306390749,485.5555883433165,556.6904038504211,631.6417191142202,3265.7538548478,16.767809457770937,54759.53837406883,16.767809457770937,863.7137957816462,16.767809457770937,1775.6194996221652,16.767809457770937,2716.6810290897242,16.767809457770937,3713.2233155520903,16.767809457770937,4769.708698552529,16.767809457770937,5859.406930043919,16.767809457770937,6993.754908510627,16.767809457770937,8141.703586496595,16.767809457770937,9334.478618733414,16.767809457770937,10591.247991686116,8.35271213378011,8.415097323990828
ISL,mod_uptake,0.0,26.77811895034964,54.72645667573119,83.61125574995485,114.48648315220572,146.85426708707263,180.1009508640089,214.7219437272168,250.3955614391105,286.55311979720653,325.1961917585626,1683.424349201419,16.782024132541906,28251.268053606876,16.782024132541906,449.3910384488454,16.782024132541906,918.42071662063,16.782024132541906,1403.1661117478754,16.782024132541906,1921.3149231101688,16.782024132541906,2464.5118542220075,16.782024132541906,3022.4585036935414,16.782024132541906,3603.4688414164575,16.782024132541906,4202.144354752532,16.782024132541906,4808.941371691892,16.782024132541906,5457.450337902923,8.35271213378011,8.429311998761797
ISR,max_uptake,0.0,1104.8993188848613,2234.6244098914444,3398.195069856923,4588.218403342024,5841.143791639473,7169.055129015933,8539.200954860848,9935.973925755208,11340.907477316336,12800.501104332829,66952.71958489588,16.007271655610086,1071730.370477314,16.007271655610086,17686.42354948853,16.007271655610086,35770.239977389734,16.007271655610086,54395.83162195466,16.007271655610086,73444.85839756536,16.007271655610086,93500.77545225337,16.007271655610086,114757.01296420285,16.007271655610086,136689.30940630264,16.007271655610086,159047.83379262223,16.007271655610086,181536.98681054226,16.007271655610086,204901.0985049925,7.89254182425404,8.114729831356048
ISR,mod_uptake,0.0,592.2004455223605,1191.3570630380232,1810.9234826173983,2445.154246420739,3108.6370344666702,3810.019673641005,4534.371009209578,5274.39805839007,6013.582735296593,6782.3300918273135,35562.97384042975,15.903215404640893,565565.6334139635,15.903215404640893,9417.891247866402,15.903215404640893,18946.40799733402,15.903215404640893,28799.506225386944,15.903215404640893,38885.814678401395,15.903215404640893,49437.32437396753,15.903215404640893,60591.5635658325,15.903215404640893,72111.07888401883,15.903215404640893,83879.88845239698,15.903215404640893,95635.30159305129,15.903215404640893,107860.85639570761,7.89254182425404,8.010673580386854
ITA,max_uptake,0.0,10872.880615980688,21915.68026797902,33153.48208327065,44766.72758607898,56996.15952734586,69660.89962277382,82612.27846386576,95771.24845987816,109215.23290909648,123006.20994257389,647970.7994788433,11.577165801512287,7501665.380105039,11.577165801512287,125877.14163125747,11.577165801512287,253721.46411532434,11.577165801512287,383823.35897549125,11.577165801512287,518271.8276551703,11.577165801512287,659853.9888975272,11.577165801512287,806475.7848153573,11.577165801512287,956416.0450168767,11.577165801512287,1108759.6224378378,11.577165801512287,1264402.859439391,11.577165801512287,1424063.287120807,5.683697298120722,5.893468503391564
ITA,mod_uptake,0.0,5451.736816760558,11077.47529913142,16826.57905708677,22774.12133604902,29050.766510640075,35550.0929166152,42115.78199049087,48799.23837506863,55600.93644628236,62646.93491179471,329893.66365991964,11.54366887444268,3808183.217066876,11.54366887444268,62933.04460329207,11.54366887444268,127874.706817991,11.54366887444268,194240.4569246416,11.54366887444268,262896.91560973,11.54366887444268,335352.4291475776,11.54366887444268,410378.5010850761,11.54366887444268,486170.641686443,11.54366887444268,563322.2491267885,11.54366887444268,641838.7994448153,11.54366887444268,723175.4726205211,5.683697298120722,5.859971576321958
JPN,max_uptake,0.0,5348.098547989757,10737.417669532926,16205.732386459513,21767.74958946715,27734.926605228386,33971.1069033159,40369.44260163037,46923.68687871108,53735.49009749311,60896.73656401839,317690.3878438466,10.974690092376902,3486553.551913238,10.974690092376902,58693.724147678484,10.974690092376902,117839.83131553569,10.974690092376902,177852.8906613887,10.974690092376902,238894.30575286646,10.974690092376902,304382.2242272005,10.974690092376902,372822.37035889755,10.974690092376902,443042.12175489083,10.974690092376902,514972.9214855865,10.974690092376902,589730.3507819747,10.974690092376902,668322.8114272188,6.443268844777134,4.531421247599767
JPN,mod_uptake,0.0,2827.174199452821,5633.1393067456665,8483.098085160704,11398.501618028637,14512.855841888664,17749.75417835919,21003.179054841523,24306.159619877013,27735.3979257162,31311.29989531901,164960.55972538944,10.98669640268804,1812371.5881203415,10.98669640268804,31061.304606900747,10.98669640268804,61889.59135726321,10.98669640268804,93201.22321588491,10.98669640268804,125231.87672282902,10.98669640268804,159448.3410708083,10.98669640268804,195011.16037997592,10.98669640268804,230755.55176684013,10.98669640268804,267044.3964588641,10.98669640268804,304720.3966175875,10.98669640268804,344007.74592338776,6.443268844777134,4.543427557910905
KNA,max_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
KNA,mod_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
KOR,max_uptake,0.0,2534.486470850462,5178.924468682446,7946.048951914253,10860.92282945116,13962.707104020124,17249.20788632338,20686.28752080777,24252.545283032992,27984.27461180056,31908.98231347845,162564.38744036158,13.614056682441268,2213160.785159426,13.614056682441268,34504.642475038716,13.614056682441268,70506.17127072484,13.614056682441268,108177.96083281367,13.614056682441268,147861.21902376847,13.614056682441268,190089.08595445534,13.614056682441268,234831.69389161942,13.614056682441268,281624.2908575544,13.614056682441268,330175.52617668477,13.614056682441268,380979.5007820549,13.614056682441268,434410.6938947115,8.045206536573646,5.568850145867621
KOR,mod_uptake,0.0,1298.9602155963323,2634.655330669448,4020.163408318881,5490.020422027082,7065.7563511583285,8732.085013126252,10465.380155567296,12260.613003324695,14148.861816117258,16132.434669965922,82248.9303858715,13.677489433070408,1124958.876234101,13.677489433070408,17766.514622797695,13.677489433070408,36035.470445014,13.677489433070408,54985.74253649781,13.677489433070408,75089.69630961615,13.677489433070408,96641.80782961816,13.677489433070408,119433.00049570679,13.677489433070408,143140.12649083644,13.677489433070408,167694.40479593916,13.677489433070408,193520.90797991716,13.677489433070408,220651.20472815758,8.045206536573646,5.632282896496761
KWT,max_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
KWT,mod_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
LTU,max_uptake,0.0,1418.3740836174436,2833.3654385173168,4227.1518835398365,5619.057986711137,7023.086285635491,8430.736484690828,9815.248938969802,11178.609500423858,12503.49815770513,13819.302696051484,76868.43145586233,11.675927088556154,897510.2010903249,11.675927088556154,16560.83238461492,11.675927088556154,33082.168275363125,11.675927088556154,49355.91718446395,11.675927088556154,65607.71135920838,11.675927088556154,82001.04340771865,11.675927088556154,98436.66449808032,11.675927088556154,114602.13096743956,11.675927088556154,130520.6294783901,11.675927088556154,145989.9328412613,11.675927088556154,161353.1706937846,5.886927191210114,5.788999897346041
LTU,mod_uptake,0.0,736.0243922130253,1470.1167836617335,2190.878890206987,2911.901881528202,3640.810561054341,4369.670023989713,5086.268251287736,5786.289108781167,6465.445730535798,7137.095560052647,39794.50118331135,11.683434534208539,464936.44939670234,11.683434534208539,8599.29280200151,11.683434534208539,17176.01319955308,11.683434534208539,25596.990086112786,11.683434534208539,34021.01500287341,11.683434534208539,42537.171841533454,11.683434534208539,51052.75366137726,11.683434534208539,59425.08213734361,11.683434534208539,67603.72999844863,11.683434534208539,75538.6119271931,11.683434534208539,83385.78874026553,5.886927191210114,5.796507342998424
LUX,max_uptake,0.0,83.97583545380613,170.05786950586395,258.29556061678545,351.2096263415576,448.3942308481886,549.0575859952604,652.2695358597026,760.2849030060135,871.0757781555418,986.001367114485,5130.622292897206,18.171937460671835,93233.34744085673,18.171937460671835,1526.0036300742336,18.171937460671835,3090.2809693556515,18.171937460671835,4693.730773897396,18.171937460671835,6382.159365464709,18.171937460671835,8148.191920699333,18.171937460671835,9977.44011501332,18.171937460671835,11853.00121314396,18.171937460671835,13815.849709718228,18.171937460671835,15829.134564148559,18.171937460671835,17917.55517934135,9.324787142447146,8.84715031822469
LUX,mod_uptake,0.0,45.96877023314688,93.6289300368924,141.40531128778122,192.1956156689856,246.2915505905683,303.604056123397,360.6482293265524,420.1027097870464,481.16135739588873,544.6892223486633,2829.6957527989225,18.206727642427694,51519.49988214439,18.206727642427694,836.9408796922426,18.206727642427694,1704.6764286336174,18.206727642427694,2574.527989809339,18.206727642427694,3499.253228553929,18.206727642427694,4484.1631822336785,18.206727642427694,5527.6363609750215,18.206727642427694,6566.224086072343,18.206727642427694,7648.695618938597,18.206727642427694,8760.373786167758,18.206727642427694,9917.008321067853,9.324787142447146,8.88194049998055
LVA,max_uptake,0.0,841.2629494829885,1676.2104966775637,2513.483439571215,3351.524426024412,4198.427070076981,5058.006287271588,5901.643011968087,6725.025730868908,7533.166502839055,8333.154979421744,46131.90489420253,10.594934742835639,488764.52191677596,10.594934742835639,8913.126051337696,10.594934742835639,17759.3408275549,10.594934742835639,26630.193019455088,10.594934742835639,35509.18258274832,10.594934742835639,44482.060830020244,10.594934742835639,53589.246542494846,10.594934742835639,62527.52258731385,10.594934742835639,71251.20876244662,10.594934742835639,79813.40750449516,10.594934742835639,88289.23320890924,5.183239476827729,5.41169526600791
LVA,mod_uptake,0.0,444.4049729728344,884.9491716113183,1325.0836292508195,1768.4092921436004,2212.8129417065315,2663.823908488437,3102.491820817011,3533.305402557889,3959.1956632371966,4378.7613763476775,24273.23817913332,10.601504166416028,257332.83568849048,10.601504166416028,4711.361172547507,10.601504166416028,9381.792329903803,10.601504166416028,14047.879616352235,10.601504166416028,18747.798478589197,10.601504166416028,23459.145621001102,10.601504166416028,28240.540264438794,10.601504166416028,32891.07996466319,10.601504166416028,37458.351946437724,10.601504166416028,41973.42931946541,10.601504166416028,46421.45697509148,5.183239476827729,5.418264689588299
MLT,max_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.051934016800237,0.0,11.051934016800237,0.0,11.051934016800237,0.0,11.051934016800237,0.0,11.051934016800237,0.0,11.051934016800237,0.0,11.051934016800237,0.0,11.051934016800237,0.0,11.051934016800237,0.0,11.051934016800237,0.0,11.051934016800237,0.0,4.267387616624258,6.784546400175979
MLT,mod_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.024804342071484,0.0,11.024804342071484,0.0,11.024804342071484,0.0,11.024804342071484,0.0,11.024804342071484,0.0,11.024804342071484,0.0,11.024804342071484,0.0,11.024804342071484,0.0,11.024804342071484,0.0,11.024804342071484,0.0,11.024804342071484,0.0,4.267387616624258,6.757416725447226
NLD,max_uptake,0.0,2608.3485628119256,5308.957707277326,8068.472842777511,10887.59889260461,13838.249339921042,16897.399343393918,20023.936504838468,23190.763964219444,26376.43953293268,29663.729445132707,156863.89613590963,12.823044929931674,2011472.7880349047,12.823044929931674,33446.97081386003,12.823044929931674,68077.0032115242,12.823044929931674,103462.38977886956,12.823044929931674,139612.16977894327,12.823044929931674,177448.49303740484,12.823044929931674,216676.11097933818,12.823044929931674,256767.83747564268,12.823044929931674,297376.20827262633,12.823044929931674,338226.2692224218,12.823044929931674,380379.33546427387,6.440364645134295,6.382680284797379
NLD,mod_uptake,0.0,1322.7804760438682,2683.863543648662,4077.8846499149454,5503.779012984981,7007.523433997944,8548.121664305121,10111.925664835137,11709.55529323968,13296.717650047456,14931.852433662612,79194.00382268042,12.8600579896573,1018439.4815928119,12.8600579896573,17011.033629510635,12.8600579896573,34514.64080764893,12.8600579896573,52441.833073039554,12.8600579896573,70778.91726924566,12.8600579896573,90117.15772509603,12.8600579896573,109929.34030560973,12.8600579896573,130039.9504368838,12.8600579896573,150585.56010416086,12.8600579896573,170996.56005171002,12.8600579896573,192024.48818990667,6.440364645134295,6.419693344523005
NOR,max_uptake,0.0,603.6649547754903,1224.7367904324842,1877.766655665409,2541.2991435160507,3253.5922217600464,3999.475772735494,4763.784250827994,5558.630265250466,6361.590700541471,7201.71449916894,37386.25525467384,13.49554372714662,504547.8425837159,13.49554372714662,8146.786793718616,13.49554372714662,16528.488909526797,13.49554372714662,25341.482010910397,13.49554372714662,34296.21371508112,13.49554372714662,43908.996099066826,13.49554372714662,53975.10017661538,13.49554372714662,64289.85866374159,13.49554372714662,75016.73780772828,13.49554372714662,85853.12547336672,13.49554372714662,97191.05293396025,6.576379954447674,6.919163772698946
NOR,mod_uptake,0.0,325.8656887293036,659.7250497324694,1015.817600378492,1380.997151777317,1767.981953846656,2176.3734508095267,2585.593799213051,3014.5457269826243,3453.697352609054,3909.973608010298,20290.5713820888,13.380549198917155,271498.98865217954,13.380549198917155,4360.26188028147,13.380549198917155,8827.483485703375,13.380549198917155,13592.197378990377,13.380549198917155,18478.500332920852,13.380549198917155,23656.56951624286,13.380549198917155,29121.072033773977,13.380549198917155,34596.66503878536,13.380549198917155,40336.27741227649,13.380549198917155,46212.36734475538,13.380549198917155,52317.59422844941,6.576379954447674,6.804169244469482
NRU,max_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
NRU,mod_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
NZL,max_uptake,0.0,887.1704049123628,1791.9330605423877,2728.7812896671594,3698.6363678611256,4723.316036052288,5797.6201221389365,6894.042363622152,8026.701034739394,9201.507131193595,10427.7756824637,54177.4834931931,13.930563599316375,754722.8794528396,13.930563599316375,12358.78374906293,13.930563599316375,24962.637465603373,13.930563599316375,38013.46130433292,13.930563599316375,51524.08915323393,13.930563599316375,65798.45443989731,13.930563599316375,80764.11583613283,13.930563599316375,96037.89560281979,13.930563599316375,111816.46925713569,13.930563599316375,128182.18030065554,13.930563599316375,145264.7923439653,7.390483665902823,6.540079933413552
NZL,mod_uptake,0.0,490.127122389662,985.8020048852948,1497.6344660861523,2030.4849625279755,2593.2420861445203,3180.802666488298,3779.256620527575,4394.518365518693,5034.132207882328,5705.732044943263,29691.73254739376,13.894365467943611,412547.78338992526,13.894365467943611,6810.005364233492,13.894365467943611,13697.093334907819,13.894365467943611,20808.680609189603,13.894365467943611,28212.300146527483,13.894365467943611,36031.453291744474,13.894365467943611,44195.23472959797,13.894365467943611,52510.37268275561,13.894365467943611,61059.044226106926,13.894365467943611,69946.07271026295,13.894365467943611,79277.52629459895,7.390483665902823,6.503881802040788
OMN,max_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
OMN,mod_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
PAN,max_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
PAN,mod_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
POL,max_uptake,0.0,15224.4845463849,30613.4742620202,46145.90213063726,61720.056608471146,77572.86041726715,93663.57559308672,109624.24349449396,125349.57417439604,140895.03956798007,156455.0261476878,857264.2369424253,10.356710630537279,8878437.635921044,10.356710630537279,157675.58094599503,10.356710630537279,317054.894327144,10.356710630537279,477919.7551521038,10.356710630537279,639216.7663943158,10.356710630537279,803399.6681246952,10.356710630537279,970046.5490390533,10.356710630537279,1135346.5679640328,10.356710630537279,1298209.2673852886,10.356710630537279,1459209.1540836697,10.356710630537279,1620359.4325047464,6.186438145687387,4.170272484849891
POL,mod_uptake,0.0,7945.812627714967,15945.101423498803,23953.42832514288,32012.26468394431,40186.47234361604,48477.825589194224,56605.40290921971,64623.4131231733,72577.14130913113,80533.75449956396,442860.6168341993,10.371904453050453,4593308.003823302,10.371904453050453,82413.20937650139,10.371904453050453,165381.06845872835,10.371904453050453,248442.66991137428,10.371904453050453,332028.15062763175,10.371904453050453,416810.2514531401,10.371904453050453,502807.3751027668,10.371904453050453,587105.8305008509,10.371904453050453,670267.8663435602,10.371904453050453,752763.1751338491,10.371904453050453,835288.4069148994,6.186438145687387,4.185466307363066
PRI,max_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
PRI,mod_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
PRT,max_uptake,0.0,2213.469583095664,4466.330342287557,6770.277910784148,9120.322507746856,11557.927062748571,14098.209007899975,16675.61353538349,19315.35801847036,22002.29466199628,24776.50371912446,130996.30634953736,10.46038183786818,1370271.3837665168,10.46038183786818,23153.737025687537,10.46038183786818,46719.520794384334,10.46038183786818,70819.69209528663,10.46038183786818,95402.05591553559,10.46038183786818,120900.33033058027,10.46038183786818,147472.64945270648,10.46038183786818,174433.28496083425,10.46038183786818,202046.02020832888,10.46038183786818,230152.40347376987,10.46038183786818,259171.6895094029,3.719279096886386,6.741102740981794
PRT,mod_uptake,0.0,1103.2621761118526,2229.1818688519347,3389.5693656759577,4572.274959303275,5796.775184241868,7068.216353260817,8364.222613777429,9679.285700526165,11011.916647917353,12397.107647907713,65611.81251757436,10.463324913639912,686517.7125442069,10.463324913639912,11543.790613587731,10.463324913639912,23324.65418539283,10.463324913639912,35466.165590387885,10.463324913639912,47841.19849368987,10.463324913639912,60653.54220404753,10.463324913639912,73957.04426407095,10.463324913639912,87517.57885796772,10.463324913639912,101277.51121655398,10.463324913639912,115221.26180907975,10.463324913639912,129714.96530942866,3.719279096886386,6.744045816753527
PYF,max_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
PYF,mod_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
QAT,max_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
QAT,mod_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ROU,max_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.80892020876786,0.0,8.80892020876786,0.0,8.80892020876786,0.0,8.80892020876786,0.0,8.80892020876786,0.0,8.80892020876786,0.0,8.80892020876786,0.0,8.80892020876786,0.0,8.80892020876786,0.0,8.80892020876786,0.0,8.80892020876786,0.0,3.8695090683629703,4.93941114040489
ROU,mod_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.826066568069631,0.0,8.826066568069631,0.0,8.826066568069631,0.0,8.826066568069631,0.0,8.826066568069631,0.0,8.826066568069631,0.0,8.826066568069631,0.0,8.826066568069631,0.0,8.826066568069631,0.0,8.826066568069631,0.0,8.826066568069631,0.0,3.8695090683629703,4.956557499706662
SAU,max_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.004598875217763,0.0,14.004598875217763,0.0,14.004598875217763,0.0,14.004598875217763,0.0,14.004598875217763,0.0,14.004598875217763,0.0,14.004598875217763,0.0,14.004598875217763,0.0,14.004598875217763,0.0,14.004598875217763,0.0,14.004598875217763,0.0,9.94226900675817,4.062329868459592
SAU,mod_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.998161846175197,0.0,13.998161846175197,0.0,13.998161846175197,0.0,13.998161846175197,0.0,13.998161846175197,0.0,13.998161846175197,0.0,13.998161846175197,0.0,13.998161846175197,0.0,13.998161846175197,0.0,13.998161846175197,0.0,13.998161846175197,0.0,9.94226900675817,4.055892839417026
SGP,max_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,9.736305228894503,
SGP,mod_uptake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,9.736305228894503,
SVK,max_uptake,0.0,2051.324226214429,4114.193314136147,6203.136390670549,8312.784189777409,10472.541257585322,12664.309139915917,14834.510924242706,16966.61265889239,19066.923083007547,21191.53298864408,115877.86817308648,10.112334160108693,1171795.7247272744,10.112334160108693,20743.676046206703,10.112334160108693,41604.097591829755,10.112334160108693,62728.188023191135,10.112334160108693,84061.65152789756,10.112334160108693,105901.83670222771,10.112334160108693,128065.72592974847,10.112334160108693,150011.5315677251,10.112334160108693,171572.0567718501,10.112334160108693,192811.09762046218,10.112334160108693,214295.8629461358,5.2585358482926745,4.853798311816019
SVK,mod_uptake,0.0,1046.4871419019166,2086.9724170468166,3152.1437344700944,4221.631121069281,5325.07670073402,6444.994245659183,7535.297414133613,8615.280688195468,9677.089188838532,10756.48464580947,58861.45729785839,10.11319084844726,595277.1512709708,10.11319084844726,10583.324186500193,10.11319084844726,21105.950349039726,10.11319084844726,31878.23116843333,10.11319084844726,42694.161219118,10.11319084844726,53853.51695714302,10.11319084844726,65179.45682349571,10.11319084844726,76205.90084894435,10.11319084844726,87127.97781266282,10.11319084844726,97866.24982416976,10.11319084844726,108782.38208146382,5.2585358482926745,4.854655000154585
SVN,max_uptake,0.0,473.6342591020881,959.707252815081,1451.2941590836326,1954.6803593972995,2479.803753412182,3025.4191520031004,3581.1116888214897,4138.090119646752,4696.040588770054,5269.333127508421,28029.1144605601,11.023058769396641,308966.5759528992,11.023058769396641,5220.898273281953,11.023058769396641,10578.909449196839,11.023058769396641,15997.70080726096,11.023058769396641,21546.556477021782,11.023058769396641,27335.022510432857,11.023058769396641,33349.37311458833,11.023058769396641,39474.804605652535,11.023058769396641,45614.410581925724,11.023058769396641,51764.731393484304,11.023058769396641,58084.16874005393,5.637690121348623,5.3853686480480185
SVN,mod_uptake,0.0,254.6213168714524,517.8990356470955,783.7979933952427,1056.4297247014808,1343.009319149879,1640.1832594135578,1942.4006857206384,2244.5289761400045,2546.0547662427566,2857.200808420144,15186.125885702251,11.023065731718884,167397.66384825355,11.023065731718884,2806.707512570842,11.023065731718884,5708.835112331755,11.023065731718884,8639.856801585123,11.023065731718884,11645.094296326108,11.023065731718884,14804.080003300141,11.023065731718884,18079.84788058057,11.023065731718884,21411.21043603443,11.023065731718884,24741.590440738953,11.023065731718884,28065.329044850063,11.023065731718884,31495.11231993558,5.637690121348623,5.385375610370262
SWE,max_uptake,0.0,1114.5175159378157,2250.0237416297296,3410.6597632374765,4610.029233118312,5860.733559211469,7171.215910416038,8512.013800768142,9894.98494688624,11317.358020713762,12808.596437928722,66950.1329298477,10.956368435330823,733530.323173786,10.956368435330823,12211.064532244402,10.956368435330823,24652.089101536923,10.956368435330823,37368.44497358798,10.956368435330823,50509.178775689834,10.956368435330823,64212.3561760286,10.956368435330823,78570.48364382447,10.956368435330823,93260.75932783642,10.956368435330823,108413.10074013803,10.956368435330823,123997.14418948638,10.956368435330823,140335.70171341306,4.018178874372125,6.938189560958699
