ISO,scenario,year,pi,pi_dose
BHS,mod_uptake,1,0.9976956774012442,0.9974629798581425
BHS,mod_uptake,2,0.9951783582401941,0.994698987043348
BHS,mod_uptake,3,0.9924345983161901,0.9916870041036459
BHS,mod_uptake,4,0.9894259024564408,0.9883876524404428
BHS,mod_uptake,5,0.9861382745451408,0.9847820178056499
BHS,mod_uptake,6,0.982545334806954,0.9808428257155227
BHS,mod_uptake,7,0.9786210193789096,0.9765417543103224
BHS,mod_uptake,8,0.9743277305759603,0.9718399709825055
BHS,mod_uptake,9,0.9696309616892996,0.9666969980850413
BHS,mod_uptake,10,0.9644953271177635,0.9610799747727825
BHS,mod_uptake,11,0.9588909759397904,0.9549561699615232
BHS,mod_uptake,12,0.9527970967802412,0.9483044125253774
BHS,mod_uptake,13,0.9461719625274322,0.9410796170665169
BHS,mod_uptake,14,0.9389714262737476,0.9332524379696201
BHS,mod_uptake,15,0.9311886454307872,0.9248071002938837
BMU,max_uptake,1,0.9953456005586104,0.9950234188569188
BMU,max_uptake,2,0.9902274621787882,0.9895747435300536
BMU,max_uptake,3,0.9847498768929585,0.9837407865438111
BMU,max_uptake,4,0.9787671324845008,0.97738423998656
BMU,max_uptake,5,0.9724330496708914,0.9706840544679208
BMU,max_uptake,6,0.9656053002526133,0.963470835619664
BMU,max_uptake,7,0.9581573117226769,0.9556029590824832
BMU,max_uptake,8,0.950135332550494,0.9471156348294845
BMU,max_uptake,9,0.9414865383797981,0.9380034202574904
BMU,max_uptake,10,0.9322325034011195,0.92828943760427
BMU,max_uptake,11,0.9222654830325792,0.9178108274900105
BMU,max_uptake,12,0.9114452062734406,0.906464411056815
BMU,max_uptake,13,0.8998656864299724,0.8942879895726542
BMU,max_uptake,14,0.887425902550928,0.8812726078592396
BMU,max_uptake,15,0.8742600972000971,0.8675296277284634
BMU,mod_uptake,1,0.9953811953243779,0.9950624093861505
BMU,mod_uptake,2,0.990296368467041,0.9896356358390549
BMU,mod_uptake,3,0.9848419285747712,0.9838014696421331
BMU,mod_uptake,4,0.9788782328382668,0.9774669010092314
BMU,mod_uptake,5,0.9725492699764805,0.9707658231982483
BMU,mod_uptake,6,0.9657840751070195,0.9635944756331201
BMU,mod_uptake,7,0.9583352958015953,0.9557345356895015
BMU,mod_uptake,8,0.9503627120840747,0.9473005358427288
BMU,mod_uptake,9,0.9417296513317593,0.9382195064307122
BMU,mod_uptake,10,0.9324809811689869,0.9284937758684028
BMU,mod_uptake,11,0.9225306298094946,0.9180208853136969
BMU,mod_uptake,12,0.9117264838004048,0.9066952318964986
BMU,mod_uptake,13,0.9001368883125956,0.894509790061562
BMU,mod_uptake,14,0.8876810442077642,0.8814747148760959
BMU,mod_uptake,15,0.8745208209226812,0.8677205911979461
BRB,max_uptake,1,0.9968970811766105,0.9966048342413684
BRB,max_uptake,2,0.9935010131817695,0.9928978830054187
BRB,max_uptake,3,0.9897875829259704,0.9888493757201118
BRB,max_uptake,4,0.9857012919284933,0.9844057851389298
BRB,max_uptake,5,0.9812207912591325,0.9795340882306963
BRB,max_uptake,6,0.9762988846348744,0.974190666242164
BRB,max_uptake,7,0.9708956468341429,0.9683297901807194
BRB,max_uptake,8,0.9649684612904003,0.9619069884505428
BRB,max_uptake,9,0.9584680059016635,0.9548704848470206
BRB,max_uptake,10,0.9513585649256218,0.9471719481303009
BRB,max_uptake,11,0.9435846326840753,0.938760335575633
BRB,max_uptake,12,0.9351076345346688,0.9296005600100739
BRB,max_uptake,13,0.9258827420851915,0.9196353837839427
BRB,max_uptake,14,0.9158719700836538,0.9088344769898534
BRB,max_uptake,15,0.9050756961843064,0.8971915898479996
BRB,mod_uptake,1,0.996977440091459,0.9966562819970831
BRB,mod_uptake,2,0.9936695421974585,0.993007243750231
BRB,mod_uptake,3,0.9900511632873167,0.9890214724695201
BRB,mod_uptake,4,0.9860720644853027,0.9846505763367678
BRB,mod_uptake,5,0.9817170953031652,0.9798618826613112
BRB,mod_uptake,6,0.9769346612496407,0.9746106559885113
BRB,mod_uptake,7,0.9716941101477686,0.9688586792686741
BRB,mod_uptake,8,0.9659479359485341,0.9625590905065387
BRB,mod_uptake,9,0.9596559038346165,0.9556656723442774
BRB,mod_uptake,10,0.9527712113232699,0.9481160314174896
BRB,mod_uptake,11,0.9452436786589835,0.9398694641049842
BRB,mod_uptake,12,0.9370356636873346,0.9308912891668104
BRB,mod_uptake,13,0.9281093364408509,0.9211222141679462
BRB,mod_uptake,14,0.9184366373168902,0.9105461493078185
BRB,mod_uptake,15,0.9079965998605566,0.8991372266832816
BRN,max_uptake,1,0.9979720846029536,0.9977659314670132
BRN,max_uptake,2,0.9957796945599069,0.9953502853605259
BRN,max_uptake,3,0.9933864797493038,0.9927170885786523
BRN,max_uptake,4,0.9907728157985983,0.9898418059159758
BRN,max_uptake,5,0.9879285012622002,0.9867131958020061
BRN,max_uptake,6,0.9848221591732124,0.9832981186632672
BRN,max_uptake,7,0.981440206061963,0.9795833137119175
BRN,max_uptake,8,0.977754337162139,0.9755375934619629
BRN,max_uptake,9,0.973720042663495,0.9711144839283165
BRN,max_uptake,10,0.9693178847756023,0.9662891470657456
BRN,max_uptake,11,0.9645287368140258,0.961041283240801
BRN,max_uptake,12,0.9593179595363167,0.9553381004774337
BRN,max_uptake,13,0.9536539684595551,0.9491491551096138
BRN,max_uptake,14,0.9475028988751737,0.9424396809279246
BRN,max_uptake,15,0.9408479391411844,0.9351916693404736
BRN,mod_uptake,1,0.9979787848305864,0.9977578162887427
BRN,mod_uptake,2,0.9957952018779136,0.9953342217517598
BRN,mod_uptake,3,0.9934077528779016,0.9926899619330664
BRN,mod_uptake,4,0.9907994368273311,0.9898008509527182
BRN,mod_uptake,5,0.987962795670332,0.9866577535227878
BRN,mod_uptake,6,0.9848650631481741,0.9832291350972412
BRN,mod_uptake,7,0.9814916362922607,0.9794958388805518
BRN,mod_uptake,8,0.97781152862365,0.9754284210355186
BRN,mod_uptake,9,0.9737866437864153,0.9709806651344232
BRN,mod_uptake,10,0.9693968626749155,0.9661290586946155
BRN,mod_uptake,11,0.9646273222625061,0.9608551087087542
BRN,mod_uptake,12,0.9594377873121014,0.9551193337551729
BRN,mod_uptake,13,0.9537984957925625,0.9488951044506635
BRN,mod_uptake,14,0.947674522525318,0.9421509735478113
BRN,mod_uptake,15,0.9410500635464549,0.9348686738411279
CAN,max_uptake,1,0.9956529138664583,0.9954017817794734
CAN,max_uptake,2,0.9909258948733639,0.9904085826012475
CAN,max_uptake,3,0.9857906574801804,0.9849860925805206
CAN,max_uptake,4,0.9801917379634079,0.9790793615945501
CAN,max_uptake,5,0.9741329834090773,0.9726858991594689
CAN,max_uptake,6,0.9675636715685951,0.9657644925017883
CAN,max_uptake,7,0.9604047819134203,0.9582269197296516
CAN,max_uptake,8,0.9526522608239664,0.9500677523883585
CAN,max_uptake,9,0.9442599030072473,0.9412487684181126
CAN,max_uptake,10,0.9352078078600852,0.9317403588397131
CAN,max_uptake,11,0.9254361177974002,0.9214731121655227
CAN,max_uptake,12,0.9148506498614235,0.9103633867551625
CAN,max_uptake,13,0.9034410695480735,0.8984045635734842
CAN,max_uptake,14,0.8911782323800892,0.8855583126073118
CAN,max_uptake,15,0.8780860638681871,0.8718451612982228
CAN,mod_uptake,1,0.9955847291467561,0.9953299967838397
CAN,mod_uptake,2,0.9907765202577559,0.9902551712967512
CAN,mod_uptake,3,0.985546509861525,0.9847382241470998
CAN,mod_uptake,4,0.9798549703998306,0.9787385731782636
CAN,mod_uptake,5,0.9736879907829755,0.9722370564007887
CAN,mod_uptake,6,0.967021561056635,0.9652077423411393
CAN,mod_uptake,7,0.9597491559534106,0.9575500685277463
CAN,mod_uptake,8,0.9518787500876966,0.949263732502005
CAN,mod_uptake,9,0.9433725358938452,0.9403218011886861
CAN,mod_uptake,10,0.9341961721876447,0.9306822336688051
CAN,mod_uptake,11,0.9243158597492404,0.9202941209033699
CAN,mod_uptake,12,0.9136230067863235,0.9090656129465838
CAN,mod_uptake,13,0.9020963385475606,0.8969825197380688
CAN,mod_uptake,14,0.8897098560916772,0.8840043936344875
CAN,mod_uptake,15,0.8764877569927194,0.8701404900412998
CHE,max_uptake,1,0.9965252326443157,0.9961962453789516
CHE,max_uptake,2,0.9926911174344498,0.992001444073185
CHE,max_uptake,3,0.9884383241882401,0.9873651375509676
CHE,max_uptake,4,0.9837327185293586,0.9822606284786121
CHE,max_uptake,5,0.9785562449981676,0.9766649984840827
CHE,max_uptake,6,0.9728504427906248,0.9704996559455609
CHE,max_uptake,7,0.9665409092251,0.9636992511001885
CHE,max_uptake,8,0.9595736542757849,0.956203826874443
CHE,max_uptake,9,0.9518795712366737,0.9479487494201827
CHE,max_uptake,10,0.9434598247201033,0.9389046044654232
CHE,max_uptake,11,0.9341984624956624,0.9289780492129602
CHE,max_uptake,12,0.9239899501336379,0.9180395675339813
CHE,max_uptake,13,0.9128241548353435,0.9060959374429179
CHE,max_uptake,14,0.900643064919239,0.8930987608261337
CHE,max_uptake,15,0.8874415675145072,0.878997772716679
CHE,mod_uptake,1,0.9965687052794319,0.9962407414466051
CHE,mod_uptake,2,0.9927998889598938,0.9921108870527695
CHE,mod_uptake,3,0.9886230199363912,0.987540196014682
CHE,mod_uptake,4,0.9839881088009719,0.9824996002553601
CHE,mod_uptake,5,0.9789163836240605,0.9769994810010869
CHE,mod_uptake,6,0.9732852032588887,0.9709009955147572
CHE,mod_uptake,7,0.967073913444832,0.9641898204164236
CHE,mod_uptake,8,0.9602287048091352,0.9568014739304096
CHE,mod_uptake,9,0.952643067497538,0.9486359798216077
CHE,mod_uptake,10,0.9443479083743331,0.9397027558183366
CHE,mod_uptake,11,0.9351927897750498,0.9298636783016189
CHE,mod_uptake,12,0.925105905190702,0.9190321403673257
CHE,mod_uptake,13,0.9141111011433808,0.9072295181005691
CHE,mod_uptake,14,0.9020942429137712,0.8943530576800461
CHE,mod_uptake,15,0.8890566525416562,0.8803649561566871
CHL,max_uptake,1,0.9959375648682671,0.9956509970492569
CHL,max_uptake,2,0.9915247386458859,0.9909355018528171
CHL,max_uptake,3,0.9867315384734553,0.9858152109869337
CHL,max_uptake,4,0.9815368522165243,0.9802743907472692
CHL,max_uptake,5,0.9759484167526846,0.9743186053716809
CHL,max_uptake,6,0.9699277161763533,0.9679064589218314
CHL,max_uptake,7,0.9634000860401473,0.9609634872652131
CHL,max_uptake,8,0.9563362676824305,0.9534524455065119
CHL,max_uptake,9,0.9487312705822546,0.9453713033205926
CHL,max_uptake,10,0.9406023356969153,0.9367382962499802
CHL,max_uptake,11,0.9319268447767641,0.9275338788396329
CHL,max_uptake,12,0.9226279264230364,0.9176761217052721
CHL,max_uptake,13,0.9126878451623927,0.907147087705386
CHL,max_uptake,14,0.9020598580319962,0.8959054211149299
CHL,max_uptake,15,0.890765779907306,0.8839691612721483
CHL,mod_uptake,1,0.9959093875579833,0.9956663315600396
CHL,mod_uptake,2,0.9914779504030854,0.9909738297214054
CHL,mod_uptake,3,0.986656371643736,0.9858715057925569
CHL,mod_uptake,4,0.9814210221543892,0.9803417069482742
CHL,mod_uptake,5,0.9757814726399776,0.9743874642613504
CHL,mod_uptake,6,0.9697040809260179,0.9679803700487224
CHL,mod_uptake,7,0.9631126831618653,0.9610404949957031
CHL,mod_uptake,8,0.9559792177107655,0.9535358667803482
CHL,mod_uptake,9,0.948296091497921,0.9454490742023404
CHL,mod_uptake,10,0.9400756786332208,0.9368099196730286
CHL,mod_uptake,11,0.9313009114112284,0.9275910721054641
CHL,mod_uptake,12,0.9218882861638489,0.9177098274538502
CHL,mod_uptake,13,0.9118418940137083,0.9071655710747273
CHL,mod_uptake,14,0.9010941392017244,0.8958975323283354
CHL,mod_uptake,15,0.8896901112772904,0.8839485946707862
CYP,max_uptake,1,0.996478440265925,0.9961477471369202
CYP,max_uptake,2,0.9925969719376849,0.9919036187609628
CYP,max_uptake,3,0.9883168727288267,0.9872368117380932
CYP,max_uptake,4,0.9836319684600491,0.9821354098882402
CYP,max_uptake,5,0.9784968191230031,0.9765419266277496
CYP,max_uptake,6,0.972847957905854,0.9703949018202207
CYP,max_uptake,7,0.9666132457896337,0.9636226498845356
CYP,max_uptake,8,0.9597576882525176,0.9561740437593748
CYP,max_uptake,9,0.9522250374826616,0.9480055127254285
CYP,max_uptake,10,0.9440600261562829,0.9391413818590874
CYP,max_uptake,11,0.9351708511800025,0.9295173432808335
CYP,max_uptake,12,0.9255332136244903,0.9190625872986783
CYP,max_uptake,13,0.9150369824807569,0.9077013001282954
CYP,max_uptake,14,0.9036722940211609,0.8953998751985599
CYP,max_uptake,15,0.8915111096575029,0.8822634984040326
CYP,mod_uptake,1,0.9964511640102458,0.996126787048532
CYP,mod_uptake,2,0.9925521300635373,0.9918644474209165
CYP,mod_uptake,3,0.9882386094650785,0.9871659859278777
CYP,mod_uptake,4,0.9835148879271539,0.9820270988589578
CYP,mod_uptake,5,0.9783350646511282,0.9763891547765122
CYP,mod_uptake,6,0.9726144635057404,0.9701744527742072
CYP,mod_uptake,7,0.9663096012161569,0.9633300434495342
CYP,mod_uptake,8,0.9593684149954845,0.9557953899315881
CYP,mod_uptake,9,0.9517402888043484,0.9475273508631055
CYP,mod_uptake,10,0.9434497464440824,0.93854069716052
CYP,mod_uptake,11,0.9344416276936698,0.9287814322409904
CYP,mod_uptake,12,0.9246563732023089,0.9181631620789523
CYP,mod_uptake,13,0.9140104585573873,0.9066436006818611
CYP,mod_uptake,14,0.902482042689695,0.8941670553793156
CYP,mod_uptake,15,0.8901306395946533,0.880849104077072
CZE,max_uptake,1,0.9909878775559663,0.9903855239726871
CZE,max_uptake,2,0.9811359231644237,0.9799264481383366
CZE,max_uptake,3,0.9704305213652952,0.9685866367335776
CZE,max_uptake,4,0.9588918922095395,0.9563746695688521
CZE,max_uptake,5,0.9464994527733306,0.9432832788814595
CZE,max_uptake,6,0.9332432268565332,0.9293079208059263
CZE,max_uptake,7,0.9190466331885863,0.9143736486805697
CZE,max_uptake,8,0.9038813231783918,0.8984537680703657
CZE,max_uptake,9,0.8877324132696253,0.8815409183444457
CZE,max_uptake,10,0.8706925256976977,0.8636938267017927
CZE,max_uptake,11,0.8527367224333651,0.8449211632100642
CZE,max_uptake,12,0.8338484769968467,0.8252087589080344
CZE,max_uptake,13,0.81403819582468,0.8045671093175295
CZE,max_uptake,14,0.7933013812503135,0.7830075202357325
CZE,max_uptake,15,0.7717329995529266,0.7606563458788225
CZE,mod_uptake,1,0.9907009360649341,0.9899868994358975
CZE,mod_uptake,2,0.9805588353719106,0.9791052209958443
CZE,mod_uptake,3,0.9695446332740478,0.9673233258375871
CZE,mod_uptake,4,0.9576718787493352,0.9546311221256387
CZE,mod_uptake,5,0.9449243409025326,0.9410411304443224
CZE,mod_uptake,6,0.9312896848860013,0.9265448642123097
CZE,mod_uptake,7,0.9166790218494509,0.9110659870529018
CZE,mod_uptake,8,0.9010794799442917,0.8945822100380958
CZE,mod_uptake,9,0.8844864356858221,0.8770987066076279
CZE,mod_uptake,10,0.8670126293202629,0.8586812267162867
CZE,mod_uptake,11,0.8485764985013037,0.8393108097059985
CZE,mod_uptake,12,0.829228271656355,0.8190134619618469
CZE,mod_uptake,13,0.8089623213159913,0.7977929686319217
CZE,mod_uptake,14,0.7877981300976505,0.7756800488467457
CZE,mod_uptake,15,0.7658052365173269,0.7527857807786105
DEU,max_uptake,1,0.9938229183418523,0.993593413078873
DEU,max_uptake,2,0.9870296170470255,0.9865707280487023
DEU,max_uptake,3,0.9796442661760615,0.9789481764460042
DEU,max_uptake,4,0.9716274279011309,0.9706834085912426
DEU,max_uptake,5,0.9629603569726484,0.9617528723509184
DEU,max_uptake,6,0.9535897847444385,0.9521118604960956
DEU,max_uptake,7,0.9433717572592139,0.9416194466818526
DEU,max_uptake,8,0.9323194464903513,0.9302851402217595
DEU,max_uptake,9,0.9203429491463518,0.9180083814961145
DEU,max_uptake,10,0.9074268331173325,0.9047689902274864
DEU,max_uptake,11,0.8935248711840095,0.890512937758522
DEU,max_uptake,12,0.8784588404993223,0.8750669623578968
DEU,max_uptake,13,0.8622855940978069,0.858473588552643
DEU,max_uptake,14,0.8449114376529803,0.840649682310245
DEU,max_uptake,15,0.8264276102297535,0.821686813334144
DEU,mod_uptake,1,0.9939114528722003,0.9935876503126094
DEU,mod_uptake,2,0.9872298641802819,0.9865586192416372
DEU,mod_uptake,3,0.9799687164624379,0.9789389398647899
DEU,mod_uptake,4,0.9720771285531081,0.9706762378269713
DEU,mod_uptake,5,0.963569440477368,0.961766776435888
DEU,mod_uptake,6,0.9543487193284302,0.9521370780576919
DEU,mod_uptake,7,0.9443035235848874,0.9416562104865474
DEU,mod_uptake,8,0.9334729081949044,0.9303754199837266
DEU,mod_uptake,9,0.9217318729294371,0.9181520614168759
DEU,mod_uptake,10,0.9090871850198691,0.9049842213137349
DEU,mod_uptake,11,0.8954542805217097,0.8907922745733595
DEU,mod_uptake,12,0.880719506971003,0.8754446343204446
DEU,mod_uptake,13,0.864865163553427,0.8589569673260035
DEU,mod_uptake,14,0.8478177156455954,0.8412431153722847
DEU,mod_uptake,15,0.8297222174128722,0.8224395435999617
DNK,max_uptake,1,0.9954076661445679,0.9950090127369642
DNK,max_uptake,2,0.990351402310539,0.9895154711636357
DNK,max_uptake,3,0.9847631081119543,0.983465566491361
DNK,max_uptake,4,0.9786219895788857,0.9768371943731416
DNK,max_uptake,5,0.97190181787791,0.969586266523854
DNK,max_uptake,6,0.9645560090277143,0.9616925732577061
DNK,max_uptake,7,0.9565300501892882,0.9530762833851799
DNK,max_uptake,8,0.947793393778811,0.9437257650043656
DNK,max_uptake,9,0.9382808517419937,0.9335431109474241
DNK,max_uptake,10,0.92799911615695,0.9225536303207442
DNK,max_uptake,11,0.9169308421853719,0.9107483140273386
DNK,max_uptake,12,0.9049946422688288,0.8980533040107903
DNK,max_uptake,13,0.8921285036490965,0.8843749330941946
DNK,max_uptake,14,0.8782932852174018,0.8696969078540032
DNK,max_uptake,15,0.8635196994014127,0.8540613262538639
DNK,mod_uptake,1,0.9954385700921659,0.9949227211134115
DNK,mod_uptake,2,0.9903918861229817,0.9893140872173066
DNK,mod_uptake,3,0.9848128341040367,0.9831357992752525
DNK,mod_uptake,4,0.9786695038100722,0.9763651326227435
DNK,mod_uptake,5,0.9719596013410501,0.9689740938203595
DNK,mod_uptake,6,0.9646143399643662,0.9609380762786798
DNK,mod_uptake,7,0.9566158713346922,0.9521890192764588
DNK,mod_uptake,8,0.947912794264786,0.9427064894533325
DNK,mod_uptake,9,0.9384129738925064,0.9323615149625051
DNK,mod_uptake,10,0.9281573978990257,0.9212247205852833
DNK,mod_uptake,11,0.9171177377437005,0.909259945889538
DNK,mod_uptake,12,0.9052174747767517,0.896409580688457
DNK,mod_uptake,13,0.8924006637458255,0.8825685250533959
DNK,mod_uptake,14,0.8786491590784568,0.867746576389996
DNK,mod_uptake,15,0.8639476509999837,0.8519751512776572
ESP,max_uptake,1,0.9952351642388435,0.9949165056257622
ESP,max_uptake,2,0.9899898753825569,0.9893462635323427
ESP,max_uptake,3,0.9842327645437237,0.9832423347326239
ESP,max_uptake,4,0.9779108482531834,0.9765536024371577
ESP,max_uptake,5,0.9710160128853318,0.9692610494879147
ESP,max_uptake,6,0.9634874157399783,0.961302745723589
ESP,max_uptake,7,0.9552569624640457,0.9526162410610285
ESP,max_uptake,8,0.9462615036888005,0.9431301895536681
ESP,max_uptake,9,0.9363955749651196,0.9327403266076818
ESP,max_uptake,10,0.925642147440152,0.921421934594926
ESP,max_uptake,11,0.9139643614680766,0.9091344600397985
ESP,max_uptake,12,0.901296333475397,0.8958111042156354
ESP,max_uptake,13,0.8875344795952683,0.8813657322214318
ESP,max_uptake,14,0.8726167254510853,0.8657304974123823
ESP,max_uptake,15,0.856559312073042,0.8489147100009017
ESP,mod_uptake,1,0.9952836000406616,0.9949773258574777
ESP,mod_uptake,2,0.9900780418144393,0.9894672091292636
ESP,mod_uptake,3,0.9843629643265392,0.983426247934135
ESP,mod_uptake,4,0.9780903042819306,0.9768115267171009
ESP,mod_uptake,5,0.9712600393444377,0.9696156612738508
ESP,mod_uptake,6,0.9638343180449377,0.9617799404768125
ESP,mod_uptake,7,0.9557172913151664,0.953233953857837
ESP,mod_uptake,8,0.9468367251485563,0.943886813286823
ESP,mod_uptake,9,0.937100474960848,0.9336619834667703
ESP,mod_uptake,10,0.926492065006761,0.9225294727226543
ESP,mod_uptake,11,0.9150081117438449,0.910474324263887
ESP,mod_uptake,12,0.9025694295758778,0.8974212033715823
ESP,mod_uptake,13,0.8890391581965561,0.883265656263495
ESP,mod_uptake,14,0.8743780082238433,0.8679518813886778
ESP,mod_uptake,15,0.8586075123422082,0.8515005588888238
EST,max_uptake,1,0.9924430318625607,0.9921624948019063
EST,max_uptake,2,0.9842846240197776,0.9837149823489623
EST,max_uptake,3,0.975500246512196,0.9746681915545935
EST,max_uptake,4,0.9660252467440721,0.9648906862908646
EST,max_uptake,5,0.955894557763515,0.9544424629359585
EST,max_uptake,6,0.945037659158511,0.9432093385145061
EST,max_uptake,7,0.9333655693111725,0.931138797485817
EST,max_uptake,8,0.9209227840653356,0.9182875299734853
EST,max_uptake,9,0.9076162361299291,0.9045399554975299
EST,max_uptake,10,0.8933846623050333,0.8898526639895852
EST,max_uptake,11,0.8782573562039586,0.8741698847957796
EST,max_uptake,12,0.8621323005840487,0.8575042600920888
EST,max_uptake,13,0.8450202267376181,0.8397719598092228
EST,max_uptake,14,0.8269055265019546,0.8210550673201867
EST,max_uptake,15,0.8078394101353225,0.8013106450900049
EST,mod_uptake,1,0.9921224099201362,0.9919818879436596
EST,mod_uptake,2,0.9836340365300696,0.9833324630767046
EST,mod_uptake,3,0.9744745087148764,0.9740617516267789
EST,mod_uptake,4,0.9646468728261103,0.9640782513479363
EST,mod_uptake,5,0.9541589328351727,0.9534144864993067
EST,mod_uptake,6,0.9428850767699778,0.9419232114599447
EST,mod_uptake,7,0.930763161076964,0.9295546178331278
EST,mod_uptake,8,0.9178221845442096,0.9163758110538074
EST,mod_uptake,9,0.9040231162705026,0.9022859726786726
EST,mod_uptake,10,0.8892785919873453,0.8872499848570969
EST,mod_uptake,11,0.8736527865831605,0.8712267630398718
EST,mod_uptake,12,0.857081035408332,0.8542421670792817
EST,mod_uptake,13,0.8394824307123137,0.8361746999614007
EST,mod_uptake,14,0.8209050872742749,0.8171277203853947
EST,mod_uptake,15,0.8012932514124315,0.7969580980767424
FIN,max_uptake,1,0.9950747427818301,0.9947384538147364
FIN,max_uptake,2,0.9896708105503893,0.9889717669777801
FIN,max_uptake,3,0.9837303217754558,0.9826455206096195
FIN,max_uptake,4,0.9772069735502565,0.9757059326925153
FIN,max_uptake,5,0.9700695218013576,0.9681304096851038
FIN,max_uptake,6,0.9622997225692334,0.9598862033498775
FIN,max_uptake,7,0.9537953975205531,0.9508724725106398
FIN,max_uptake,8,0.9444947854018071,0.941031565700177
FIN,max_uptake,9,0.9343323892491299,0.930291991797841
FIN,max_uptake,10,0.9233177810608455,0.9186597006329308
FIN,max_uptake,11,0.9114043556512784,0.906086588612139
FIN,max_uptake,12,0.8985016102465608,0.8924888170697828
FIN,max_uptake,13,0.884572728930809,0.877834301264647
FIN,max_uptake,14,0.8695850548174247,0.8620849321847122
FIN,max_uptake,15,0.8536098201481673,0.8453118132957772
FIN,mod_uptake,1,0.9950728151136858,0.9948367014930104
FIN,mod_uptake,2,0.9896823560029222,0.9891824240425914
FIN,mod_uptake,3,0.9837474624695935,0.9829689949889118
FIN,mod_uptake,4,0.977234159907466,0.9761534520358833
FIN,mod_uptake,5,0.9701323608679214,0.9687191679274065
FIN,mod_uptake,6,0.9623912870086085,0.9606188614614686
FIN,mod_uptake,7,0.9539438359438009,0.9517846021432996
FIN,mod_uptake,8,0.9446998398138171,0.9421218594337311
FIN,mod_uptake,9,0.9345892083177203,0.931572837110802
FIN,mod_uptake,10,0.9236349926452037,0.9201309886474685
FIN,mod_uptake,11,0.9117937346738297,0.9077615603223084
FIN,mod_uptake,12,0.8989633553605807,0.8943713453245686
FIN,mod_uptake,13,0.8851273448854693,0.8799505611007555
FIN,mod_uptake,14,0.8702395448267524,0.8644312073848252
FIN,mod_uptake,15,0.8543935295176744,0.847901740816629
FRA,max_uptake,1,0.9943504795704683,0.9942487022047933
FRA,max_uptake,2,0.9882424210679507,0.988046987739196
FRA,max_uptake,3,0.9816368183998504,0.9813421073987747
FRA,max_uptake,4,0.9744896370995243,0.9741025464255262
FRA,max_uptake,5,0.966783538861765,0.966305915816463
FRA,max_uptake,6,0.9584823816900954,0.9579097154765932
FRA,max_uptake,7,0.9495137621132789,0.9488434627382584
FRA,max_uptake,8,0.9397958553122824,0.9390319952922352
FRA,max_uptake,9,0.929274766350492,0.9284085945484712
FRA,max_uptake,10,0.9179213966260777,0.9169450986117328
FRA,max_uptake,11,0.9057159242696876,0.9046173285739922
FRA,max_uptake,12,0.8925639543202989,0.8913300953310083
FRA,max_uptake,13,0.8783397067718052,0.8769714957615826
FRA,max_uptake,14,0.8630161703447274,0.8615031483343639
FRA,max_uptake,15,0.8465729340127619,0.844903277968399
FRA,mod_uptake,1,0.9944305840524955,0.9943842400137718
FRA,mod_uptake,2,0.9884063692843941,0.9883231382466662
FRA,mod_uptake,3,0.9819112371049677,0.9817844978624184
FRA,mod_uptake,4,0.974882965012053,0.9747265451394709
FRA,mod_uptake,5,0.9673036426037849,0.9671300572714507
FRA,mod_uptake,6,0.9591500048519195,0.9589586672352737
FRA,mod_uptake,7,0.9503312432408094,0.9501281921793716
FRA,mod_uptake,8,0.9407895295141695,0.940586572403032
FRA,mod_uptake,9,0.9304592322948311,0.9302552568312565
FRA,mod_uptake,10,0.9193156211176041,0.9191018611183501
FRA,mod_uptake,11,0.907354000048588,0.9071214643873423
FRA,mod_uptake,12,0.8944685335636182,0.8942091445657849
FRA,mod_uptake,13,0.8805161305955478,0.8802440807675926
FRA,mod_uptake,14,0.8654977634439126,0.8652024502872676
FRA,mod_uptake,15,0.8493754301046972,0.8490526174849138
GBR,max_uptake,1,0.9952104299931179,0.9948291952910822
GBR,max_uptake,2,0.9899657588910268,0.9891836062925755
GBR,max_uptake,3,0.9842270573778904,0.9830175721829193
GBR,max_uptake,4,0.9779631735385853,0.9763011813574883
GBR,max_uptake,5,0.971150447165679,0.9690047343519036
GBR,max_uptake,6,0.9637275649704621,0.961065530416702
GBR,max_uptake,7,0.9556584299312154,0.9524427972879544
GBR,max_uptake,8,0.9469137200187536,0.9431109915714516
GBR,max_uptake,9,0.9374706403067918,0.9330489765296939
GBR,max_uptake,10,0.9272892015401584,0.9222134246331419
GBR,max_uptake,11,0.9162942948443263,0.9105228711815134
GBR,max_uptake,12,0.904436659780673,0.8979298642701551
GBR,max_uptake,13,0.8917376065028114,0.8844756893669024
GBR,max_uptake,14,0.8781842378300884,0.8701380377428358
GBR,max_uptake,15,0.8638132364025386,0.8549532249256976
GBR,mod_uptake,1,0.9950558561772119,0.9947002744276754
GBR,mod_uptake,2,0.9896225164492161,0.9888977165277788
GBR,mod_uptake,3,0.9836742370162221,0.9825602587090714
GBR,mod_uptake,4,0.9771810931701873,0.9756651785013802
GBR,mod_uptake,5,0.9701191843672513,0.9681722077474528
GBR,mod_uptake,6,0.9624129627027783,0.9600081120897414
GBR,mod_uptake,7,0.9540346891991053,0.9511434625945345
GBR,mod_uptake,8,0.9449612033608242,0.9415566792356279
GBR,mod_uptake,9,0.9351742147751861,0.9312316950991011
GBR,mod_uptake,10,0.9246355012862078,0.9201187965433194
GBR,mod_uptake,11,0.9132682338598027,0.9081424988701576
GBR,mod_uptake,12,0.9010127945115183,0.8952450452405888
